,SalePrice,Neighborhood,Year Built
1496,"176,000",,
1497,"284,700",,
1498,"160,000",,
1499,"148,000",,
1500,"82,000",,
1501,"82,000",,
1502,"118,000",,
1503,"82,500",,
1504,"91,900",,
1505,"120,000",,
1506,"96,000",,
1507,"99,000",,
1508,"130,500",,
1509,"135,000",,
1510,"135,500",,
1511,"100,000",,
1512,"108,000",,
1513,"98,000",,
1514,"67,000",,
1515,"135,900",,
1516,"140,000",,
1517,"179,500",,
1518,"136,500",,
1519,"168,000",,
1520,"130,000",,
1521,"189,000",,
1522,"161,900",,
1523,"145,000",,
1524,"191,000",,
1525,"177,000",,
1526,"147,500",,
1527,"91,000",,
1528,"231,000",,
1529,"115,000",,
1530,"138,000",,
1531,"149,000",,
1532,"188,700",,
1533,"198,000",,
1534,"110,000",,
1535,"104,000",,
1536,"257,076",,
1537,"381,000",,
1538,"311,500",,
1539,"263,400",,
1540,"236,500",,
1541,"224,000",,
1542,"116,500",,
1543,"151,000",,
1544,"126,000",,
1545,"120,000",,
1546,"55,000",,
1547,"120,500",,
1548,"120,500",,
1549,"119,000",,
1550,"126,000",,
1551,"99,500",,
1552,"165,500",,
1553,"13,100",,
1554,"89,000",,
1555,"40,000",,
1556,"80,900",,
1557,"81,000",,
1558,"65,000",,
1559,"392,500",,
1560,"294,464",,
1561,"250,000",,
1562,"275,000",,
1563,"300,000",,
1564,"271,000",,
1565,"213,000",,
1566,"171,000",,
1567,"171,500",,
1568,"100,000",,
1569,"228,500",,
1570,"228,950",,
1571,"241,500",,
1572,"287,000",,
1573,"294,000",,
1574,"293,077",,
1575,"264,966",,
1576,"172,500",,
1577,"167,500",,
1578,"218,689",,
1579,"150,000",,
1580,"184,000",,
1581,"180,000",,
1582,"175,000",,
1583,"232,500",,
1584,"195,000",,
1585,"305,000",,
1586,"298,751",,
1587,"370,000",,
1588,"209,200",,
1589,"206,300",,
1590,"146,000",,
1591,"160,500",,
1592,"173,000",,
1593,"124,000",,
1594,"115,000",,
1595,"129,500",,
1596,"105,000",,
1597,"94,900",,
1598,"152,500",,
1599,"98,000",,
1600,"81,000",,
1601,"113,000",,
1602,"128,500",,
1603,"119,500",,
1604,"130,500",,
1605,"138,000",,
1606,"134,500",,
1607,"160,000",,
1608,"137,500",,
1609,"172,000",,
1610,"103,000",,
1611,"167,300",,
1612,"167,000",,
1613,"244,000",,
1614,"268,000",,
1615,"225,000",,
1616,"168,000",,
1617,"177,000",,
1618,"169,000",,
1619,"161,500",,
1620,"251,000",,
1621,"160,000",,
1622,"180,000",,
1623,"178,750",,
1624,"176,000",,
1625,"204,000",,
1626,"160,000",,
1627,"160,000",,
1628,"163,900",,
1629,"168,000",,
1630,"154,204",,
1631,"170,000",,
1632,"207,500",,
1633,"182,000",,
1634,"212,000",,
1635,"377,426",,
1636,"349,265",,
1637,"591,587",,
1638,"155,000",,
1639,"319,900",,
1640,"392,000",,
1641,"441,929",,
1642,"455,000",,
1643,"182,900",,
1644,"174,000",,
1645,"178,000",,
1646,"176,000",,
1647,"213,000",,
1648,"192,000",,
1649,"190,000",,
1650,"195,000",,
1651,"148,000",,
1652,"151,500",,
1653,"197,000",,
1654,"192,350",,
1655,"152,000",,
1656,"170,000",,
1657,"175,000",,
1658,"175,000",,
1659,"197,900",,
1660,"174,000",,
1661,"178,900",,
1662,"139,000",,
1663,"143,250",,
1664,"184,000",,
1665,"155,000",,
1666,"133,000",,
1667,"119,500",,
1668,"123,000",,
1669,"110,000",,
1670,"128,000",,
1671,"120,500",,
1672,"133,000",,
1673,"155,000",,
1674,"177,000",,
1675,"113,500",,
1676,"113,000",,
1677,"113,700",,
1678,"106,000",,
1679,"122,500",,
1680,"128,000",,
1681,"155,000",,
1682,"142,500",,
1683,"129,250",,
1684,"356,000",,
1685,"314,813",,
1686,"318,000",,
1687,"322,400",,
1688,"318,000",,
1689,"345,474",,
1690,"415,298",,
1691,"492,000",,
1692,"338,931",,
1693,"450,000",,
1694,"280,000",,
1695,"479,069",,
1696,"395,000",,
1697,"380,000",,
1698,"250,000",,
1699,"440,000",,
1700,"418,000",,
1701,"500,067",,
1702,"260,116",,
1703,"317,000",,
1704,"319,500",,
1705,"325,624",,
1706,"372,000",,
1707,"342,000",,
1708,"354,000",,
1709,"350,000",,
1710,"285,000",,
1711,"281,500",,
1712,"245,700",,
1713,"232,698",,
1714,"250,000",,
1715,"194,700",,
1716,"204,000",,
1717,"200,000",,
1718,"207,000",,
1719,"209,500",,
1720,"209,500",,
1721,"202,500",,
1722,"280,000",,
1723,"277,500",,
1724,"318,061",,
1725,"221,370",,
1726,"200,000",,
1727,"181,755",,
1728,"176,000",,
1729,"178,900",,
1730,"168,165",,
1731,"171,925",,
1732,"198,444",,
1733,"203,000",,
1734,"179,540",,
1735,"176,485",,
1736,"181,134",,
1737,"156,932",,
1738,"166,000",,
1739,"177,594",,
1740,"173,500",,
1741,"172,500",,
1742,"194,201",,
1743,"226,500",,
1744,"185,485",,
1745,"259,000",,
1746,"188,500",,
1747,"175,000",,
1748,"215,000",,
1749,"206,580",,
1750,"183,500",,
1751,"165,500",,
1752,"211,000",,
1753,"181,000",,
1754,"219,500",,
1755,"175,000",,
1756,"170,000",,
1757,"162,000",,
1758,"187,000",,
1759,"185,000",,
1760,"745,000",,
1761,"384,500",,
1762,"248,000",,
1763,"466,500",,
1764,"410,000",,
1765,"322,500",,
1766,"252,000",,
1767,"755,000",,
1768,"269,790",,
1769,"315,750",,
1770,"290,000",,
1771,"290,000",,
1772,"430,000",,
1773,"263,000",,
1774,"330,000",,
1775,"213,133",,
1776,"260,261",,
1777,"320,000",,
1778,"282,922",,
1779,"215,000",,
1780,"419,005",,
1781,"255,000",,
1782,"147,000",,
1783,"235,876",,
1784,"311,872",,
1785,"248,328",,
1786,"227,000",,
1787,"260,000",,
1788,"225,000",,
1789,"249,000",,
1790,"307,000",,
1791,"250,000",,
1792,"221,300",,
1793,"208,900",,
1794,"210,400",,
1795,"255,000",,
1796,"212,109",,
1797,"270,000",,
1798,"303,477",,
1799,"310,013",,
1800,"249,700",,
1801,"227,875",,
1802,"261,329",,
1803,"253,000",,
1804,"265,000",,
1805,"340,000",,
1806,"146,000",,
1807,"147,000",,
1808,"149,000",,
1809,"181,000",,
1810,"201,000",,
1811,"191,750",,
1812,"179,000",,
1813,"215,000",,
1814,"179,200",,
1815,"128,000",,
1816,"144,000",,
1817,"144,000",,
1818,"120,750",,
1819,"132,500",,
1820,"132,000",,
1821,"132,500",,
1822,"129,000",,
1823,"143,900",,
1824,"145,000",,
1825,"128,500",,
1826,"125,500",,
1827,"300,000",,
1828,"294,000",,
1829,"129,000",,
1830,"171,000",,
1831,"147,000",,
1832,"302,000",,
1833,"285,000",,
1834,"214,000",,
1835,"166,000",,
1836,"193,800",,
1837,"208,900",,
1838,"194,000",,
1839,"207,500",,
1840,"199,900",,
1841,"164,700",,
1842,"176,500",,
1843,"176,000",,
1844,"168,500",,
1845,"177,000",,
1846,"177,000",,
1847,"148,800",,
1848,"174,000",,
1849,"239,000",,
1850,"204,000",,
1851,"301,000",,
1852,"312,500",,
1853,"279,700",,
1854,"255,000",,
1855,"194,000",,
1856,"218,000",,
1857,"213,750",,
1858,"187,000",,
1859,"181,500",,
1860,"373,000",,
1861,"190,000",,
1862,"226,000",,
1863,"143,450",,
1864,"240,050",,
1865,"162,500",,
1866,"164,000",,
1867,"185,000",,
1868,"188,500",,
1869,"255,000",,
1870,"136,905",,
1871,"158,500",,
1872,"175,500",,
1873,"127,000",,
1874,"127,000",,
1875,"143,000",,
1876,"156,000",,
1877,"144,000",,
1878,"119,000",,
1879,"103,000",,
1880,"139,900",,
1881,"151,500",,
1882,"126,500",,
1883,"145,000",,
1884,"120,000",,
1885,"124,000",,
1886,"106,500",,
1887,"140,500",,
1888,"137,500",,
1889,"117,600",,
1890,"163,500",,
1891,"161,000",,
1892,"158,000",,
1893,"224,500",,
1894,"147,000",,
1895,"200,000",,
1896,"181,900",,
1897,"150,750",,
1898,"101,800",,
1899,"124,000",,
1900,"138,500",,
1901,"39,300",,
1902,"64,500",,
1903,"64,000",,
1904,"112,000",,
1905,"165,000",,
1906,"144,000",,
1907,"137,000",,
1908,"105,000",,
1909,"146,500",,
1910,"126,000",,
1911,"175,000",,
1912,"158,500",,
1913,"114,500",,
1914,"144,000",,
1915,"129,000",,
1916,"141,000",,
1917,"131,000",,
1918,"142,100",,
1919,"139,000",,
1920,"157,900",,
1921,"139,400",,
1922,"150,000",,
1923,"120,000",,
1924,"174,850",,
1925,"116,000",,
1926,"135,000",,
1927,"163,500",,
1928,"130,000",,
1929,"129,500",,
1930,"142,000",,
1931,"128,600",,
1932,"125,000",,
1933,"136,000",,
1934,"134,500",,
1935,"127,000",,
1936,"130,000",,
1937,"115,000",,
1938,"116,900",,
1939,"132,000",,
1940,"153,000",,
1941,"112,500",,
1942,"138,000",,
1943,"135,000",,
1944,"156,000",,
1945,"301,600",,
1946,"109,000",,
1947,"103,200",,
1948,"128,500",,
1949,"64,500",,
1950,"148,000",,
1951,"86,000",,
1952,"172,000",,
1953,"120,000",,
1954,"128,500",,
1955,"135,000",,
1956,"122,900",,
1957,"119,200",,
1958,"143,000",,
1959,"119,000",,
1960,"102,000",,
1961,"129,000",,
1962,"135,000",,
1963,"152,000",,
1964,"140,000",,
1965,"152,000",,
1966,"156,500",,
1967,"141,000",,
1968,"99,000",,
1969,"187,000",,
1970,"169,500",,
1971,"125,500",,
1972,"130,000",,
1973,"103,000",,
1974,"132,000",,
1975,"127,500",,
1976,"89,500",,
1977,"140,000",,
1978,"99,900",,
1979,"100,000",,
1980,"130,000",,
1981,"135,000",,
1982,"120,000",,
1983,"89,471",,
1984,"85,000",,
1985,"108,500",,
1986,"137,000",,
1987,"110,500",,
1988,"100,000",,
1989,"184,900",,
1990,"145,000",,
1991,"125,000",,
1992,"114,000",,
1993,"90,000",,
1994,"144,100",,
1995,"117,500",,
1996,"124,500",,
1997,"185,000",,
1998,"133,900",,
1999,"152,000",,
2000,"153,500",,
2001,"159,500",,
2002,"87,000",,
2003,"104,500",,
2004,"110,000",,
2005,"136,500",,
2006,"128,250",,
2007,"144,000",,
2008,"210,000",,
2009,"135,000",,
2010,"128,000",,
2011,"131,000",,
2012,"113,000",,
2013,"126,000",,
2014,"132,000",,
2015,"131,750",,
2016,"132,500",,
2017,"137,500",,
2018,"132,000",,
2019,"127,500",,
2020,"102,000",,
2021,"200,000",,
2022,"180,500",,
2023,"165,000",,
2024,"90,000",,
2025,"153,575",,
2026,"140,000",,
2027,"136,000",,
2028,"113,000",,
2029,"117,000",,
2030,"169,500",,
2031,"139,400",,
2032,"202,500",,
2033,"127,000",,
2034,"141,000",,
2035,"212,300",,
2036,"161,000",,
2037,"99,500",,
2038,"101,000",,
2039,"109,900",,
2040,"128,500",,
2041,"122,000",,
2042,"87,000",,
2043,"50,000",,
2044,"219,000",,
2045,"200,500",,
2046,"126,000",,
2047,"108,500",,
2048,"130,000",,
2049,"158,450",,
2050,"115,400",,
2051,"118,500",,
2052,"165,000",,
2053,"123,000",,
2054,"129,000",,
2055,"125,000",,
2056,"108,000",,
2057,"119,900",,
2058,"115,000",,
2059,"134,500",,
2060,"127,000",,
2061,"129,000",,
2062,"143,500",,
2063,"129,000",,
2064,"187,000",,
2065,"158,000",,
2066,"112,000",,
2067,"165,250",,
2068,"150,000",,
2069,"137,000",,
2070,"89,500",,
2071,"302,000",,
2072,"182,000",,
2073,"211,000",,
2074,"216,000",,
2075,"130,000",,
2076,"109,900",,
2077,"255,000",,
2078,"243,000",,
2079,"154,000",,
2080,"118,000",,
2081,"80,000",,
2082,"150,000",,
2083,"86,000",,
2084,"130,000",,
2085,"125,000",,
2086,"136,500",,
2087,"96,000",,
2088,"120,000",,
2089,"228,500",,
2090,"179,900",,
2091,"225,000",,
2092,"301,000",,
2093,"238,000",,
2094,"228,500",,
2095,"220,000",,
2096,"383,970",,
2097,"424,870",,
2098,"250,000",,
2099,"360,000",,
2100,"279,500",,
2101,"200,141",,
2102,"246,500",,
2103,"276,000",,
2104,"203,000",,
2105,"155,835",,
2106,"194,000",,
2107,"195,400",,
2108,"217,000",,
2109,"212,999",,
2110,"175,900",,
2111,"191,000",,
2112,"176,432",,
2113,"277,000",,
2114,"207,000",,
2115,"277,000",,
2116,"240,000",,
2117,"187,500",,
2118,"279,000",,
2119,"139,500",,
2120,"126,000",,
2121,"177,500",,
2122,"175,000",,
2123,"211,000",,
2124,"146,000",,
2125,"147,900",,
2126,"123,600",,
2127,"204,750",,
2128,"235,500",,
2129,"217,000",,
2130,"190,550",,
2131,"217,500",,
2132,"226,000",,
2133,"180,000",,
2134,"131,000",,
2135,"153,500",,
2136,"160,000",,
2137,"134,900",,
2138,"130,000",,
2139,"120,000",,
2140,"112,500",,
2141,"122,000",,
2142,"127,000",,
2143,"117,000",,
2144,"305,900",,
2145,"228,500",,
2146,"270,000",,
2147,"192,000",,
2148,"213,000",,
2149,"200,000",,
2150,"267,000",,
2151,"228,000",,
2152,"275,000",,
2153,"211,000",,
2154,"285,000",,
2155,"240,000",,
2156,"131,500",,
2157,"246,900",,
2158,"219,500",,
2159,"185,000",,
2160,"179,400",,
2161,"213,500",,
2162,"179,600",,
2163,"173,500",,
2164,"167,840",,
2165,"168,675",,
2166,"167,000",,
2167,"140,000",,
2168,"118,500",,
2169,"110,000",,
2170,"94,750",,
2171,"122,000",,
2172,"110,000",,
2173,"118,500",,
2174,"133,500",,
2175,"148,000",,
2176,"141,000",,
2177,"155,000",,
2178,"157,000",,
2179,"171,500",,
2180,"183,850",,
2181,"184,750",,
2182,"140,000",,
2183,"131,750",,
2184,"61,500",,
2185,"111,000",,
2186,"98,500",,
2187,"79,000",,
2188,"108,500",,
2189,"110,000",,
2190,"112,000",,
2191,"125,000",,
2192,"79,275",,
2193,"119,000",,
2194,"200,000",,
2195,"150,000",,
2196,"165,000",,
2197,"96,500",,
2198,"136,500",,
2199,"146,500",,
2200,"175,000",,
2201,"148,500",,
2202,"141,500",,
2203,"189,950",,
2204,"135,000",,
2205,"164,000",,
2206,"90,350",,
2207,"139,000",,
2208,"119,750",,
2209,"145,000",,
2210,"145,000",,
2211,"238,000",,
2212,"153,500",,
2213,"239,000",,
2214,"359,100",,
2215,"188,000",,
2216,"220,000",,
2217,"140,000",,
2218,"315,000",,
2219,"259,500",,
2220,"257,500",,
2221,"219,500",,
2222,"217,000",,
2223,"201,000",,
2224,"215,000",,
2225,"123,900",,
2226,"170,000",,
2227,"200,000",,
2228,"198,000",,
2229,"200,624",,
2230,"315,000",,
2231,"115,000",,
2232,"141,000",,
2233,"87,000",,
2234,"129,850",,
2235,"100,000",,
2236,"150,909",,
2237,"75,200",,
2238,"118,400",,
2239,"67,000",,
2240,"152,000",,
2241,"68,104",,
2242,"119,600",,
2243,"140,000",,
2244,"124,900",,
2245,"375,000",,
2246,"235,000",,
2247,"183,500",,
2248,"156,000",,
2249,"134,000",,
2250,"215,000",,
2251,"245,000",,
2252,"210,000",,
2253,"148,000",,
2254,"143,000",,
2255,"244,000",,
2256,"330,000",,
2257,"170,000",,
2258,"257,000",,
2259,"231,713",,
2260,"267,300",,
2261,"265,900",,
2262,"239,000",,
2263,"248,900",,
2264,"174,000",,
2265,"187,500",,
2266,"204,000",,
2267,"180,500",,
2268,"187,500",,
2269,"282,000",,
2270,"178,000",,
2271,"270,000",,
2272,"279,900",,
2273,"186,700",,
2274,"283,463",,
2275,"392,000",,
2276,"281,213",,
2277,"147,000",,
2278,"130,000",,
2279,"140,000",,
2280,"132,250",,
2281,"143,000",,
2282,"168,000",,
2283,"129,900",,
2284,"134,000",,
2285,"85,500",,
2286,"106,500",,
2287,"93,900",,
2288,"75,000",,
2289,"84,500",,
2290,"75,190",,
2291,"146,800",,
2292,"153,500",,
2293,"188,000",,
2294,"196,000",,
2295,"157,000",,
2296,"138,000",,
2297,"129,500",,
2298,"80,000",,
2299,"129,500",,
2300,"135,000",,
2301,"124,500",,
2302,"139,000",,
2303,"93,500",,
2304,"124,500",,
2305,"149,900",,
2306,"157,500",,
2307,"169,000",,
2308,"252,000",,
2309,"192,100",,
2310,"183,500",,
2311,"222,000",,
2312,"170,000",,
2313,"187,500",,
2314,"202,000",,
2315,"185,000",,
2316,"320,000",,
2317,"240,000",,
2318,"250,000",,
2319,"239,900",,
2320,"309,000",,
2321,"274,725",,
2322,"270,000",,
2323,"183,500",,
2324,"165,600",,
2325,"176,500",,
2326,"130,000",,
2327,"239,000",,
2328,"275,000",,
2329,"457,347",,
2330,"545,224",,
2331,"356,383",,
2332,"556,581",,
2333,"361,919",,
2334,"535,000",,
2335,"401,179",,
2336,"438,780",,
2337,"169,000",,
2338,"145,000",,
2339,"318,000",,
2340,"319,000",,
2341,"470,000",,
2342,"202,500",,
2343,"229,000",,
2344,"235,000",,
2345,"190,000",,
2346,"169,000",,
2347,"241,500",,
2348,"188,900",,
2349,"207,500",,
2350,"250,000",,
2351,"179,900",,
2352,"172,000",,
2353,"294,323",,
2354,"184,500",,
2355,"153,500",,
2356,"162,900",,
2357,"181,000",,
2358,"155,000",,
2359,"138,800",,
2360,"116,050",,
2361,"88,000",,
2362,"97,500",,
2363,"190,000",,
2364,"105,500",,
2365,"125,500",,
2366,"83,000",,
2367,"116,000",,
2368,"91,500",,
2369,"118,000",,
2370,"89,000",,
2371,"108,000",,
2372,"94,500",,
2373,"146,300",,
2374,"145,000",,
2375,"123,000",,
2376,"137,500",,
2377,"144,000",,
2378,"315,000",,
2379,"412,083",,
2380,"342,643",,
2381,"252,000",,
2382,"465,000",,
2383,"293,000",,
2384,"415,000",,
2385,"326,000",,
2386,"325,300",,
2387,"309,000",,
2388,"300,000",,
2389,"275,500",,
2390,"338,500",,
2391,"345,000",,
2392,"344,133",,
2393,"298,236",,
2394,"329,900",,
2395,"360,000",,
2396,"281,000",,
2397,"372,397",,
2398,"378,000",,
2399,"374,000",,
2400,"437,154",,
2401,"275,000",,
2402,"279,000",,
2403,"185,850",,
2404,"282,500",,
2405,"202,500",,
2406,"202,665",,
2407,"332,200",,
2408,"310,090",,
2409,"171,750",,
2410,"169,990",,
2411,"170,440",,
2412,"169,985",,
2413,"179,665",,
2414,"219,210",,
2415,"174,190",,
2416,"172,785",,
2417,"258,000",,
2418,"185,101",,
2419,"210,250",,
2420,"234,000",,
2421,"215,000",,
2422,"246,990",,
2423,"178,740",,
2424,"225,000",,
2425,"167,240",,
2426,"156,820",,
2427,"213,490",,
2428,"264,561",,
2429,"246,578",,
2430,"192,140",,
2431,"183,200",,
2432,"178,000",,
2433,"201,490",,
2434,"230,500",,
2435,"180,000",,
2436,"172,400",,
2437,"215,000",,
2438,"199,900",,
2439,"173,000",,
2440,"287,602",,
2441,"230,000",,
2442,"348,000",,
2443,"286,000",,
2444,"300,000",,
2445,"625,000",,
2446,"405,000",,
2447,"280,000",,
2448,"258,000",,
2449,"350,000",,
2450,"584,500",,
2451,"321,000",,
2452,"290,000",,
2453,"315,000",,
2454,"252,000",,
2455,"336,820",,
2456,"423,000",,
2457,"290,000",,
2458,"232,000",,
2459,"199,000",,
2460,"198,600",,
2461,"405,749",,
2462,"232,600",,
2463,"266,000",,
2464,"186,500",,
2465,"200,825",,
2466,"197,000",,
2467,"185,000",,
2468,"176,000",,
2469,"187,750",,
2470,"139,500",,
2471,"186,800",,
2472,"132,000",,
2473,"142,500",,
2474,"158,000",,
2475,"184,000",,
2476,"184,900",,
2477,"187,000",,
2478,"175,900",,
2479,"248,500",,
2480,"172,000",,
2481,"151,000",,
2482,"150,000",,
2483,"107,000",,
2484,"119,900",,
2485,"129,500",,
2486,"125,000",,
2487,"119,500",,
2488,"144,000",,
2489,"151,000",,
2490,"126,000",,
2491,"116,000",,
2492,"133,500",,
2493,"120,875",,
2494,"137,000",,
2495,"124,000",,
2496,"135,000",,
2497,"129,200",,
2498,"260,000",,
2499,"260,000",,
2500,"334,000",,
2501,"310,000",,
2502,"268,000",,
2503,"262,000",,
2504,"176,400",,
2505,"197,000",,
2506,"151,000",,
2507,"147,400",,
2508,"149,900",,
2509,"144,152",,
2510,"166,000",,
2511,"183,900",,
2512,"165,000",,
2513,"139,000",,
2514,"200,000",,
2515,"221,000",,
2516,"270,000",,
2517,"165,000",,
2518,"214,000",,
2519,"188,000",,
2520,"190,000",,
2521,"170,000",,
2522,"385,000",,
2523,"146,500",,
2524,"170,000",,
2525,"262,500",,
2526,"179,900",,
2527,"250,000",,
2528,"165,150",,
2529,"164,500",,
2530,"140,000",,
2531,"135,500",,
2532,"142,000",,
2533,"155,000",,
2534,"157,500",,
2535,"138,500",,
2536,"140,000",,
2537,"124,400",,
2538,"158,000",,
2539,"146,000",,
2540,"190,000",,
2541,"136,500",,
2542,"129,900",,
2543,"145,000",,
2544,"185,900",,
2545,"160,000",,
2546,"167,000",,
2547,"157,500",,
2548,"140,000",,
2549,"150,000",,
2550,"151,500",,
2551,"129,800",,
2552,"137,000",,
2553,"137,000",,
2554,"121,600",,
2555,"85,500",,
2556,"79,900",,
2557,"127,000",,
2558,"161,000",,
2559,"146,500",,
2560,"135,000",,
2561,"137,900",,
2562,"133,000",,
2563,"137,000",,
2564,"121,000",,
2565,"119,000",,
2566,"172,000",,
2567,"98,600",,
2568,"226,000",,
2569,"118,000",,
2570,"235,000",,
2571,"135,000",,
2572,"132,500",,
2573,"143,000",,
2574,"132,000",,
2575,"145,250",,
2576,"162,000",,
2577,"148,000",,
2578,"141,000",,
2579,"153,000",,
2580,"134,450",,
2581,"135,960",,
2582,"156,000",,
2583,"140,000",,
2584,"139,500",,
2585,"155,000",,
2586,"127,000",,
2587,"133,500",,
2588,"125,000",,
2589,"142,000",,
2590,"167,000",,
2591,"159,000",,
2592,"180,000",,
2593,"127,000",,
2594,"112,000",,
2595,"99,800",,
2596,"117,000",,
2597,"108,480",,
2598,"68,000",,
2599,"86,900",,
2600,"120,000",,
2601,"155,500",,
2602,"80,000",,
2603,"105,000",,
2604,"160,000",,
2605,"170,000",,
2606,"160,000",,
2607,"159,950",,
2608,"165,000",,
2609,"159,000",,
2610,"147,000",,
2611,"115,000",,
2612,"159,500",,
2613,"120,000",,
2614,"129,900",,
2615,"183,000",,
2616,"157,500",,
2617,"277,500",,
2618,"207,500",,
2619,"147,500",,
2620,"135,000",,
2621,"109,500",,
2622,"109,900",,
2623,"133,700",,
2624,"81,400",,
2625,"87,500",,
2626,"93,500",,
2627,"119,000",,
2628,"141,000",,
2629,"146,000",,
2630,"155,000",,
2631,"134,500",,
2632,"120,000",,
2633,"105,000",,
2634,"124,000",,
2635,"169,000",,
2636,"107,000",,
2637,"135,000",,
2638,"111,500",,
2639,"156,500",,
2640,"178,000",,
2641,"139,900",,
2642,"105,000",,
2643,"110,000",,
2644,"111,500",,
2645,"108,000",,
2646,"111,500",,
2647,"124,000",,
2648,"105,000",,
2649,"116,000",,
2650,"96,900",,
2651,"135,500",,
2652,"139,000",,
2653,"61,500",,
2654,"120,000",,
2655,"126,175",,
2656,"64,000",,
2657,"137,000",,
2658,"87,000",,
2659,"163,000",,
2660,"155,000",,
2661,"79,000",,
2662,"144,000",,
2663,"114,504",,
2664,"157,000",,
2665,"125,000",,
2666,"475,000",,
2667,"93,500",,
2668,"125,000",,
2669,"64,500",,
2670,"100,000",,
2671,"140,200",,
2672,"202,500",,
2673,"159,000",,
2674,"119,900",,
2675,"114,500",,
2676,"115,000",,
2677,"75,000",,
2678,"88,000",,
2679,"80,500",,
2680,"149,000",,
2681,"110,000",,
2682,"110,500",,
2683,"89,000",,
2684,"113,000",,
2685,"109,000",,
2686,"220,000",,
2687,"129,000",,
2688,"117,000",,
2689,"52,500",,
2690,"107,000",,
2691,"116,500",,
2692,"72,000",,
2693,"119,500",,
2694,"125,500",,
2695,"91,000",,
2696,"84,500",,
2697,"90,000",,
2698,"137,500",,
2699,"150,000",,
2700,"131,000",,
2701,"130,000",,
2702,"125,000",,
2703,"80,000",,
2704,"157,000",,
2705,"148,000",,
2706,"90,000",,
2707,"154,500",,
2708,"153,600",,
2709,"164,500",,
2710,"132,000",,
2711,"142,500",,
2712,"158,000",,
2713,"149,500",,
2714,"165,000",,
2715,"180,000",,
2716,"160,500",,
2717,"156,500",,
2718,"157,000",,
2719,"172,500",,
2720,"155,000",,
2721,"170,000",,
2722,"105,000",,
2723,"145,000",,
2724,"168,000",,
2725,"278,000",,
2726,"164,000",,
2727,"225,000",,
2728,"130,000",,
2729,"142,500",,
2730,"148,400",,
2731,"190,000",,
2732,"146,000",,
2733,"128,000",,
2734,"225,000",,
2735,"274,970",,
2736,"235,000",,
2737,"415,000",,
2738,"182,000",,
2739,"135,000",,
2740,"137,000",,
2741,"136,900",,
2742,"149,900",,
2743,"123,500",,
2744,"93,000",,
2745,"91,500",,
2746,"180,000",,
2747,"209,000",,
2748,"215,000",,
2749,"224,500",,
2750,"229,800",,
2751,"183,600",,
2752,"194,000",,
2753,"193,879",,
2754,"221,500",,
2755,"204,900",,
2756,"239,799",,
2757,"233,555",,
2758,"260,000",,
2759,"294,900",,
2760,"209,700",,
2761,"225,000",,
2762,"181,000",,
2763,"220,000",,
2764,"190,000",,
2765,"180,000",,
2766,"280,000",,
2767,"158,900",,
2768,"148,000",,
2769,"145,000",,
2770,"187,000",,
2771,"193,000",,
2772,"156,000",,
2773,"235,000",,
2774,"217,000",,
2775,"214,000",,
2776,"196,000",,
2777,"217,000",,
2778,"200,000",,
2779,"192,500",,
2780,"205,000",,
2781,"132,500",,
2782,"157,500",,
2783,"174,000",,
2784,"128,500",,
2785,"128,500",,
2786,"149,900",,
2787,"119,900",,
2788,"137,000",,
2789,"255,000",,
2790,"222,000",,
2791,"214,000",,
2792,"220,000",,
2793,"275,000",,
2794,"197,000",,
2795,"230,000",,
2796,"268,500",,
2797,"210,900",,
2798,"227,000",,
2799,"237,000",,
2800,"274,300",,
2801,"216,837",,
2802,"133,000",,
2803,"155,900",,
2804,"233,230",,
2805,"207,000",,
2806,"195,000",,
2807,"200,000",,
2808,"203,160",,
2809,"195,800",,
2810,"212,900",,
2811,"196,500",,
2812,"198,000",,
2813,"173,900",,
2814,"163,990",,
2815,"164,990",,
2816,"98,000",,
2817,"149,900",,
2818,"102,000",,
2819,"127,500",,
2820,"127,500",,
2821,"119,900",,
2822,"196,500",,
2823,"117,250",,
2824,"229,000",,
2825,"145,000",,
2826,"140,000",,
2827,"142,500",,
2828,"134,000",,
2829,"130,000",,
2830,"130,000",,
2831,"137,500",,
2832,"130,000",,
2833,"97,900",,
2834,"92,000",,
2835,"107,000",,
2836,"81,000",,
2837,"104,900",,
2838,"115,000",,
2839,"125,000",,
2840,"116,000",,
2841,"83,000",,
2842,"118,500",,
2843,"35,000",,
2844,"121,000",,
2845,"160,000",,
2846,"140,000",,
2847,"137,000",,
2848,"128,000",,
2849,"160,000",,
2850,"138,887",,
2851,"149,000",,
2852,"102,000",,
2853,"167,000",,
2854,"200,100",,
2855,"131,000",,
2856,"112,000",,
2857,"140,000",,
2858,"195,000",,
2859,"230,000",,
2860,"194,000",,
2861,"137,500",,
2862,"250,000",,
2863,"218,000",,
2864,"239,000",,
2865,"199,500",,
2866,"210,000",,
2867,"230,000",,
2868,"217,500",,
2869,"257,000",,
2870,"157,000",,
2871,"223,000",,
2872,"102,000",,
2873,"145,400",,
2874,"72,000",,
2875,"85,000",,
2876,"106,500",,
2877,"139,000",,
2878,"108,000",,
2879,"51,689",,
2880,"35,311",,
2881,"115,000",,
2882,"78,000",,
2883,"375,000",,
2884,"300,000",,
2885,"242,500",,
2886,"145,000",,
2887,"209,000",,
2888,"135,000",,
2889,"148,000",,
2890,"171,000",,
2891,"335,000",,
2892,"230,000",,
2893,"250,764",,
